Date,Time,Time Zone,Category,Item,Quantity,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option
9/28/2015,16:00:42,Eastern Time (US & Canada),Baltimore Print Studios,Whiskey Please by Baltimore Print Studios,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,jY300rztkR1V01wcuPRAmuMF,jY300rztkR1V01wcuPRAmuMF,Sarah,,https://squareup.com/dashboard/sales/transactions/jY300rztkR1V01wcuPRAmuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,19:23:31,Eastern Time (US & Canada),Gilah Press + Design,Tea Towel by Gilah Press,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,z6GJr0adrVkBZiGFHXJyazMF,z6GJr0adrVkBZiGFHXJyazMF,Sarah,"Tea Towels - 12 ea of 8 designs
$12.00 (20 x 28)",https://squareup.com/dashboard/sales/transactions/z6GJr0adrVkBZiGFHXJyazMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,18:24:06,Eastern Time (US & Canada),Gilah Press + Design, Boxed Notes (set of 8 with card & envelope) by Gilah Press,1,Regular,,,$26.00 ,$0.00 ,$26.00 ,$1.56 ,vUbsKB36UlhXmRjMwwbZwwMF,vUbsKB36UlhXmRjMwwbZwwMF,Sarah,"Boxed Notes - 2 ea of 5 designs
$26.00 (6 x 4 x 1.5)",https://squareup.com/dashboard/sales/transactions/vUbsKB36UlhXmRjMwwbZwwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,18:16:39,Eastern Time (US & Canada),Priya Means Love,Face Essentials Kit by Priya Means Love,1,Regular,,,$28.50 ,$0.00 ,$28.50 ,$1.71 ,XCqfudAfjTnfjPohacUCHzqeV,AMslmv9kJ452CRWCjjn45zMF,Sarah,,https://squareup.com/dashboard/sales/transactions/XCqfudAfjTnfjPohacUCHzqeV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,18:16:39,Eastern Time (US & Canada),Zimmerman Woodworks,Incense Burners by Zimmerman Woodworks,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,XCqfudAfjTnfjPohacUCHzqeV,AMslmv9kJ452CRWCjjn45zMF,Sarah,,https://squareup.com/dashboard/sales/transactions/XCqfudAfjTnfjPohacUCHzqeV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,18:02:23,Eastern Time (US & Canada),Damn Good Doormats,Doormat,1,Hello,,,$45.00 ,$0.00 ,$45.00 ,$2.70 ,96KOfEr2z7hSuCdmO64MVsMF,96KOfEr2z7hSuCdmO64MVsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/96KOfEr2z7hSuCdmO64MVsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,17:53:11,Eastern Time (US & Canada),Priya Means Love,Balsam Fir Deodorant by Priya Means Love,1,Regular,,,$14.00 ,$0.00 ,$14.00 ,$0.84 ,fwJelaWpgWwNSuFdo2Z4Tx8eV,bqTZW3wWJvhGZ5dnPQcR2tMF,Sarah,Balsam Fir Deodorant,https://squareup.com/dashboard/sales/transactions/fwJelaWpgWwNSuFdo2Z4Tx8eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,17:53:11,Eastern Time (US & Canada),Zimmerman Woodworks,Incense Burners by Zimmerman Woodworks,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,fwJelaWpgWwNSuFdo2Z4Tx8eV,bqTZW3wWJvhGZ5dnPQcR2tMF,Sarah,,https://squareup.com/dashboard/sales/transactions/fwJelaWpgWwNSuFdo2Z4Tx8eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,17:53:11,Eastern Time (US & Canada),Zimmerman Woodworks,Lamp by Zimmerman Woodworks,1,Maple Desk Lamp,,,$55.00 ,$0.00 ,$55.00 ,$3.30 ,fwJelaWpgWwNSuFdo2Z4Tx8eV,bqTZW3wWJvhGZ5dnPQcR2tMF,Sarah,,https://squareup.com/dashboard/sales/transactions/fwJelaWpgWwNSuFdo2Z4Tx8eV/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,17:35:44,Eastern Time (US & Canada),Living Classroom,Cutting Board by Living Classroom,1,Red with Ebony Wood Cutting Board,,,$50.00 ,$0.00 ,$50.00 ,$3.00 ,f0G4cc9hwdaIICxGByr7nwMF,f0G4cc9hwdaIICxGByr7nwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/f0G4cc9hwdaIICxGByr7nwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,17:35:44,Eastern Time (US & Canada),Gilah Press + Design,Tea Towel by Gilah Press,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,f0G4cc9hwdaIICxGByr7nwMF,f0G4cc9hwdaIICxGByr7nwMF,Sarah,"Tea Towels - 12 ea of 8 designs
$12.00 (20 x 28)",https://squareup.com/dashboard/sales/transactions/f0G4cc9hwdaIICxGByr7nwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,17:26:42,Eastern Time (US & Canada),Write Pads,Left-handed Notebook (Plain) by Write Note Pads,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,WOq0PgR1HThGiVdZLDPPlxMF,WOq0PgR1HThGiVdZLDPPlxMF,Sarah,"Left-handed Notebook (Plain) (5) $16.00 - 5.5"" x 8.5"" 120 pages of plain paper. ",https://squareup.com/dashboard/sales/transactions/WOq0PgR1HThGiVdZLDPPlxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,16:20:37,Eastern Time (US & Canada),Leroux Tools,6 Series Serving Board by Leroux ,1,6 Long,,,$100.00 ,$0.00 ,$100.00 ,$6.00 ,mGhSoJtgFuSGz9wYBwH1iyMF,mGhSoJtgFuSGz9wYBwH1iyMF,Sarah,,https://squareup.com/dashboard/sales/transactions/mGhSoJtgFuSGz9wYBwH1iyMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:50:53,Eastern Time (US & Canada),Priya Means Love,Herbal Lip Therapy by Priya Means Love,1,"Tube, Tinted",,,$8.00 ,$0.00 ,$8.00 ,$0.48 ,1PlhpWN8UpqPFrD5If971zMF,1PlhpWN8UpqPFrD5If971zMF,Sarah,Herbal Lip Therapy,https://squareup.com/dashboard/sales/transactions/1PlhpWN8UpqPFrD5If971zMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:50:53,Eastern Time (US & Canada),Bower Box,Woodcut individual card by Bower Box,1,Regular,,,$5.00 ,$0.00 ,$5.00 ,$0.30 ,1PlhpWN8UpqPFrD5If971zMF,1PlhpWN8UpqPFrD5If971zMF,Sarah,,https://squareup.com/dashboard/sales/transactions/1PlhpWN8UpqPFrD5If971zMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:48:34,Eastern Time (US & Canada),This Sporting Life,Mobtown Mad O's hat by This Sporting Life,1,Regular,,,$45.00 ,$0.00 ,$45.00 ,$2.70 ,rkbefQjkIHeChFkkf38BWsMF,rkbefQjkIHeChFkkf38BWsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/rkbefQjkIHeChFkkf38BWsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:48:34,Eastern Time (US & Canada),This Sporting Life,Snap Back Hat by This Sporting Life,2,Regular,,,$80.00 ,$0.00 ,$80.00 ,$4.80 ,rkbefQjkIHeChFkkf38BWsMF,rkbefQjkIHeChFkkf38BWsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/rkbefQjkIHeChFkkf38BWsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:48:34,Eastern Time (US & Canada),Baltimore Print Studios,Whiskey Please by Baltimore Print Studios,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,rkbefQjkIHeChFkkf38BWsMF,rkbefQjkIHeChFkkf38BWsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/rkbefQjkIHeChFkkf38BWsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:35:34,Eastern Time (US & Canada),Megan Jones Illustration, Sloths Are Bad At Things zine by Megan Jone Illustration,1,Regular,,,$7.00 ,$0.00 ,$7.00 ,$0.42 ,PpEWSMMNLj0ozXR9DAm0DxMF,PpEWSMMNLj0ozXR9DAm0DxMF,Sarah,"Sloths Are Bad At Things zine x20, $7, 5""x7""",https://squareup.com/dashboard/sales/transactions/PpEWSMMNLj0ozXR9DAm0DxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:17:41,Eastern Time (US & Canada),Post Typography,Groundhog Day (Bill Murray) Poster by Post Typography,1,Regular,,,$15.00 ,$0.00 ,$15.00 ,$0.90 ,2BHm3m5IdWX7RAu1W0MIdwMF,2BHm3m5IdWX7RAu1W0MIdwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/2BHm3m5IdWX7RAu1W0MIdwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:16:05,Eastern Time (US & Canada),SewLab,Fanny Pack by SewLab,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,xojxtlV8euZX5Y7d6oDIzvMF,xojxtlV8euZX5Y7d6oDIzvMF,Sarah,,https://squareup.com/dashboard/sales/transactions/xojxtlV8euZX5Y7d6oDIzvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:07:02,Eastern Time (US & Canada),Bower Box,Bee Flag by Bower Box,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,UbJ7PWZe2QMe41RlPeXEfuMF,UbJ7PWZe2QMe41RlPeXEfuMF,Sarah,,https://squareup.com/dashboard/sales/transactions/UbJ7PWZe2QMe41RlPeXEfuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:00:30,Eastern Time (US & Canada),Write Pads,Left-handed Notebook (Plain) by Write Note Pads,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,6OSwlt4mEQGLYAyEin5bMxMF,6OSwlt4mEQGLYAyEin5bMxMF,Sarah,"Left-handed Notebook (Plain) (5) $16.00 - 5.5"" x 8.5"" 120 pages of plain paper. ",https://squareup.com/dashboard/sales/transactions/6OSwlt4mEQGLYAyEin5bMxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,14:00:30,Eastern Time (US & Canada),Bower Box,press print by Bower Box,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$1.20 ,6OSwlt4mEQGLYAyEin5bMxMF,6OSwlt4mEQGLYAyEin5bMxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/6OSwlt4mEQGLYAyEin5bMxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:56:02,Eastern Time (US & Canada),Priya Means Love,Balsam Fir Deodorant by Priya Means Love,1,Regular,,,$14.00 ,$0.00 ,$14.00 ,$0.84 ,iKIxaBJP4OkUEpxH6tkahxMF,iKIxaBJP4OkUEpxH6tkahxMF,Sarah,Balsam Fir Deodorant,https://squareup.com/dashboard/sales/transactions/iKIxaBJP4OkUEpxH6tkahxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:56:02,Eastern Time (US & Canada),Radica Textiles,Napkins (set Of 2) by Radica Textiles,1,Regular,,,$8.00 ,$0.00 ,$8.00 ,$0.48 ,iKIxaBJP4OkUEpxH6tkahxMF,iKIxaBJP4OkUEpxH6tkahxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/iKIxaBJP4OkUEpxH6tkahxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:54:04,Eastern Time (US & Canada),Priya Means Love,Perfume Sample Sets by Priya Means Love,1,Regular,,,$18.00 ,$0.00 ,$18.00 ,$1.08 ,raGWqY6j4N3mDXu00PkSTsMF,raGWqY6j4N3mDXu00PkSTsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/raGWqY6j4N3mDXu00PkSTsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:54:04,Eastern Time (US & Canada),Radica Textiles,Tote by Radica Textiles,1,Regular,,,$75.00 ,$0.00 ,$75.00 ,$4.50 ,raGWqY6j4N3mDXu00PkSTsMF,raGWqY6j4N3mDXu00PkSTsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/raGWqY6j4N3mDXu00PkSTsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:54:04,Eastern Time (US & Canada),Priya Means Love,Vetiverte Perfume by Priya Means Love,1,8 ml,,,$22.00 ,$0.00 ,$22.00 ,$1.32 ,raGWqY6j4N3mDXu00PkSTsMF,raGWqY6j4N3mDXu00PkSTsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/raGWqY6j4N3mDXu00PkSTsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:54:04,Eastern Time (US & Canada),Radica Textiles,Zipper Pouch by Radica Textiles,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$1.20 ,raGWqY6j4N3mDXu00PkSTsMF,raGWqY6j4N3mDXu00PkSTsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/raGWqY6j4N3mDXu00PkSTsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:52:16,Eastern Time (US & Canada),Bower Box,press print by Bower Box,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$1.20 ,BiN0x9JnaFjUB8Y3GY26gsMF,BiN0x9JnaFjUB8Y3GY26gsMF,Sarah,,https://squareup.com/dashboard/sales/transactions/BiN0x9JnaFjUB8Y3GY26gsMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:22:24,Eastern Time (US & Canada),Chesapeake Compost Works,Chesapeake Compost,5,Chesapeake Worm Castings ,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,KfWbEjk5gr4FSh3w714lmzMF,KfWbEjk5gr4FSh3w714lmzMF,Sarah,,https://squareup.com/dashboard/sales/transactions/KfWbEjk5gr4FSh3w714lmzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:18:23,Eastern Time (US & Canada),Megan Jones Illustration, Sloths Are Bad At Things zine by Megan Jone Illustration,2,Regular,,,$14.00 ,$0.00 ,$14.00 ,$0.84 ,6nrLmaDtLy2ZPvcDovqaXwMF,6nrLmaDtLy2ZPvcDovqaXwMF,Sarah,"Sloths Are Bad At Things zine x20, $7, 5""x7""",https://squareup.com/dashboard/sales/transactions/6nrLmaDtLy2ZPvcDovqaXwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:18:23,Eastern Time (US & Canada),Priya Means Love,Grapefruit & Frankincense Hand Cream by Priya Means Love,1,Regular,,,$15.00 ,$0.00 ,$15.00 ,$0.90 ,6nrLmaDtLy2ZPvcDovqaXwMF,6nrLmaDtLy2ZPvcDovqaXwMF,Sarah,Grapefruit & Frankincense Hand Cream,https://squareup.com/dashboard/sales/transactions/6nrLmaDtLy2ZPvcDovqaXwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:18:23,Eastern Time (US & Canada),Priya Means Love,"Lavanilla Body Butter, 1 oz by Priya Means Love",1,4 oz,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,6nrLmaDtLy2ZPvcDovqaXwMF,6nrLmaDtLy2ZPvcDovqaXwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/6nrLmaDtLy2ZPvcDovqaXwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:18:23,Eastern Time (US & Canada),Priya Means Love,Lavender Mud Hair & Scalp Cleanser by Priya Means Love,1, 8 oz,,,$18.00 ,$0.00 ,$18.00 ,$1.08 ,6nrLmaDtLy2ZPvcDovqaXwMF,6nrLmaDtLy2ZPvcDovqaXwMF,Sarah,Lavender Mud Hair & Scalp Cleanser,https://squareup.com/dashboard/sales/transactions/6nrLmaDtLy2ZPvcDovqaXwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/27/2015,13:18:23,Eastern Time (US & Canada),Andy Cook Photography,Photograph by Andy Cook Photography,1,Back Hand Spring,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,6nrLmaDtLy2ZPvcDovqaXwMF,6nrLmaDtLy2ZPvcDovqaXwMF,Sarah,,https://squareup.com/dashboard/sales/transactions/6nrLmaDtLy2ZPvcDovqaXwMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:34:10,Eastern Time (US & Canada),Vivien Wise,Reusable snack pack by Vivian Wise,1,large,,,$8.00 ,$0.00 ,$8.00 ,$0.48 ,sforfNSZadtUFXfqfMlb5uMF,sforfNSZadtUFXfqfMlb5uMF,Sarah,,https://squareup.com/dashboard/sales/transactions/sforfNSZadtUFXfqfMlb5uMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:32:14,Eastern Time (US & Canada),Megan Jones Illustration, Sloths Are Bad At Things zine by Megan Jone Illustration,1,Regular,,,$7.00 ,$0.00 ,$7.00 ,$0.42 ,VzdBjvg2kExHJQm72UnaTxMF,VzdBjvg2kExHJQm72UnaTxMF,Sarah,"Sloths Are Bad At Things zine x20, $7, 5""x7""",https://squareup.com/dashboard/sales/transactions/VzdBjvg2kExHJQm72UnaTxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:25:30,Eastern Time (US & Canada),Radica Textiles,"16"" Pompom Down Pillow by Radica Textiles",1,Blue,,,$40.00 ,$0.00 ,$40.00 ,$2.40 ,BLQ8Dkt306KT6vPc0nT7qtMF,BLQ8Dkt306KT6vPc0nT7qtMF,Sarah,"16"" Pompom Down Pillow",https://squareup.com/dashboard/sales/transactions/BLQ8Dkt306KT6vPc0nT7qtMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:25:30,Eastern Time (US & Canada),Radica Textiles,"16"" Tassels Down Pillow by Radica Textiles",1,Blue,,,$40.00 ,$0.00 ,$40.00 ,$2.40 ,BLQ8Dkt306KT6vPc0nT7qtMF,BLQ8Dkt306KT6vPc0nT7qtMF,Sarah,"16"" Tassels Down Pillow
Hand drawn Tassels pattern is hand screen printed on cotton-linen blend. Available in Emerald, Cobalt or Metallic Bronze.

100% made in the USA.

Features heavy metal zipper, finished interior seams, squared off corners and a down pillow insert.",https://squareup.com/dashboard/sales/transactions/BLQ8Dkt306KT6vPc0nT7qtMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:25:30,Eastern Time (US & Canada),Gilah Press + Design,Coaster Set - (4 per set) by Gilah Press,2,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,BLQ8Dkt306KT6vPc0nT7qtMF,BLQ8Dkt306KT6vPc0nT7qtMF,Sarah,"Coaster Sets - 2 ea of 7 designs
$8.00 (4 x 4 x .5)",https://squareup.com/dashboard/sales/transactions/BLQ8Dkt306KT6vPc0nT7qtMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:25:30,Eastern Time (US & Canada),Gilah Press + Design,Tea Towel by Gilah Press,1,Regular,,,$16.00 ,$0.00 ,$16.00 ,$0.96 ,BLQ8Dkt306KT6vPc0nT7qtMF,BLQ8Dkt306KT6vPc0nT7qtMF,Sarah,"Tea Towels - 12 ea of 8 designs
$12.00 (20 x 28)",https://squareup.com/dashboard/sales/transactions/BLQ8Dkt306KT6vPc0nT7qtMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:25:30,Eastern Time (US & Canada),Bower Box,woodcut notes- boxed set by Bower Box,2,Regular,,,$30.00 ,$0.00 ,$30.00 ,$1.80 ,BLQ8Dkt306KT6vPc0nT7qtMF,BLQ8Dkt306KT6vPc0nT7qtMF,Sarah,,https://squareup.com/dashboard/sales/transactions/BLQ8Dkt306KT6vPc0nT7qtMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:10:49,Eastern Time (US & Canada),IAC tote,IAC tote,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,VaaGJtaEKG6DzGmWRF3BBvMF,VaaGJtaEKG6DzGmWRF3BBvMF,Sarah,,https://squareup.com/dashboard/sales/transactions/VaaGJtaEKG6DzGmWRF3BBvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,19:10:49,Eastern Time (US & Canada),Bower Box,rooster flag by Bower Box,1,Regular,,,$24.00 ,$0.00 ,$24.00 ,$1.44 ,VaaGJtaEKG6DzGmWRF3BBvMF,VaaGJtaEKG6DzGmWRF3BBvMF,Sarah,,https://squareup.com/dashboard/sales/transactions/VaaGJtaEKG6DzGmWRF3BBvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,16:41:05,Eastern Time (US & Canada),Baltimore Print Studios,Cheers for Beers by Baltimore Print Studios,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,ItWP5c0bPO1NqVgXA8KpQxMF,ItWP5c0bPO1NqVgXA8KpQxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ItWP5c0bPO1NqVgXA8KpQxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,16:41:05,Eastern Time (US & Canada),PaperScapes,Confetti Balloon by Paperscapes,1,"Pink, White, & Gold",,,$10.00 ,$0.00 ,$10.00 ,$0.60 ,ItWP5c0bPO1NqVgXA8KpQxMF,ItWP5c0bPO1NqVgXA8KpQxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ItWP5c0bPO1NqVgXA8KpQxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,16:41:05,Eastern Time (US & Canada),SunSoap,Sun Soap by Anderson Soap Company,1,8oz Bottle Amber,,,$3.00 ,$0.00 ,$3.00 ,$0.18 ,ItWP5c0bPO1NqVgXA8KpQxMF,ItWP5c0bPO1NqVgXA8KpQxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ItWP5c0bPO1NqVgXA8KpQxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,16:41:05,Eastern Time (US & Canada),SunSoap,Sun Soap by Anderson Soap Company,1,8oz Bottle Clear,,,$3.00 ,$0.00 ,$3.00 ,$0.18 ,ItWP5c0bPO1NqVgXA8KpQxMF,ItWP5c0bPO1NqVgXA8KpQxMF,Sarah,,https://squareup.com/dashboard/sales/transactions/ItWP5c0bPO1NqVgXA8KpQxMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,16:38:49,Eastern Time (US & Canada),Baltimore Print Studios,Whiskey Please by Baltimore Print Studios,1,Regular,,,$35.00 ,$0.00 ,$35.00 ,$2.10 ,e27fPv9i8m5LYpSKIdWUwtMF,e27fPv9i8m5LYpSKIdWUwtMF,Sarah,,https://squareup.com/dashboard/sales/transactions/e27fPv9i8m5LYpSKIdWUwtMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,15:32:16,Eastern Time (US & Canada),Megan Jones Illustration, Sloths Are Bad At Things zine by Megan Jone Illustration,1,Regular,,,$7.00 ,$0.00 ,$7.00 ,$0.42 ,QC7mMgUugbFRRDPVxVhd0sMF,QC7mMgUugbFRRDPVxVhd0sMF,Sarah,"Sloths Are Bad At Things zine x20, $7, 5""x7""",https://squareup.com/dashboard/sales/transactions/QC7mMgUugbFRRDPVxVhd0sMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,15:32:16,Eastern Time (US & Canada),Bower Box,woodcut notes- boxed set by Bower Box,1,Regular,,,$15.00 ,$0.00 ,$15.00 ,$0.90 ,QC7mMgUugbFRRDPVxVhd0sMF,QC7mMgUugbFRRDPVxVhd0sMF,Sarah,,https://squareup.com/dashboard/sales/transactions/QC7mMgUugbFRRDPVxVhd0sMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,15:29:39,Eastern Time (US & Canada),Red Prairie Press,Sage Green Hydrangea Print Tshirt by Red Prairie Press,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,uJSW4aDfN84jJyhIxmv51yMF,uJSW4aDfN84jJyhIxmv51yMF,Sarah,,https://squareup.com/dashboard/sales/transactions/uJSW4aDfN84jJyhIxmv51yMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/26/2015,12:40:01,Eastern Time (US & Canada),Pbody Dsign, Imaginary London Linen/cotton Tea Towels in Brown by Pbody Design,1,Regular,,,$15.00 ,$0.00 ,$15.00 ,$0.90 ,EsHs6zh17O3mQpqWiGQ6LzMF,EsHs6zh17O3mQpqWiGQ6LzMF,Sarah,Imaginary London Linen/cotton Tea Towels in Brown (2) 18x24 $15 each,https://squareup.com/dashboard/sales/transactions/EsHs6zh17O3mQpqWiGQ6LzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/25/2015,20:00:58,Eastern Time (US & Canada),Station North Tool Library,Chef's Knife by Station North Tool Library,1,Regular,,,$150.00 ,$0.00 ,$150.00 ,$9.00 ,ULqL8hTetQ2OZY4xVtxtZvMF,ULqL8hTetQ2OZY4xVtxtZvMF,Sarah,(10) Chefs knife $150.00,https://squareup.com/dashboard/sales/transactions/ULqL8hTetQ2OZY4xVtxtZvMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/25/2015,19:58:14,Eastern Time (US & Canada),Red Prairie Press,Heather Gray Bmore Map Print Tee by Red Prairie Press,1,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.68 ,e1yI6ygZKRj2y04T6lWWqzMF,e1yI6ygZKRj2y04T6lWWqzMF,Sarah,,https://squareup.com/dashboard/sales/transactions/e1yI6ygZKRj2y04T6lWWqzMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/25/2015,19:40:12,Eastern Time (US & Canada),IAC tote,IAC tote,1,Regular,,,$25.00 ,$0.00 ,$25.00 ,$1.50 ,fIZZz2RwuLR2xCnCVmO2GuMF,fIZZz2RwuLR2xCnCVmO2GuMF,Sarah,,https://squareup.com/dashboard/sales/transactions/fIZZz2RwuLR2xCnCVmO2GuMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
9/25/2015,19:34:55,Eastern Time (US & Canada),Chesapeake Compost Works,Chesapeake Compost,1,Chesapeake Worm Castings ,,,$6.00 ,$0.00 ,$6.00 ,$0.36 ,0g8j3e9PwsLVIeKRKJipivMF,0g8j3e9PwsLVIeKRKJipivMF,Sarah,,https://squareup.com/dashboard/sales/transactions/0g8j3e9PwsLVIeKRKJipivMF/by-unit/3YREDSGF2MQP9,Payment,Industrial Arts Collective,
